,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness_scaled,tempo_scaled,key_scaled,mode_weighted,label
9117,0.6729999999999999,0.631,0.0304,0.0108,0.0321,0.165,0.81,0.806571594775159,0.5458403456902433,0.8181818181818182,0.09090909090909091,31
9118,0.631,0.733,0.0335,0.022000000000000002,0.00743,0.21899999999999997,0.883,0.8337710870983095,0.5685558335228565,0.36363636363636365,0.09090909090909091,83
9119,0.653,0.486,0.0272,0.818,0.731,0.0758,0.29100000000000004,0.7786669957164766,0.4548055492381169,0.0,0.09090909090909091,97
9120,0.809,0.5720000000000001,0.0376,0.0327,0.0229,0.0948,0.937,0.8030460610974987,0.5458221514669093,0.0,0.09090909090909091,13
9121,0.795,0.584,0.0941,0.0030800000000000003,0.773,0.044000000000000004,0.914,0.7715277900192142,0.5457994086877417,0.9090909090909091,0.0,69
9122,0.703,0.501,0.0729,0.00227,0.7070000000000001,0.064,0.841,0.7706816619365756,0.5457630202410735,0.45454545454545453,0.09090909090909091,68
9123,0.785,0.6459999999999999,0.0481,0.0424,0.848,0.063,0.966,0.8052142643092599,0.5231203093017966,0.8181818181818182,0.0,69
9124,0.741,0.574,0.0805,0.0249,0.848,0.0689,0.376,0.7636834775864196,0.5231385035251308,0.36363636363636365,0.0,99
9125,0.695,0.8740000000000001,0.16899999999999998,0.00126,0.569,0.0863,0.6579999999999999,0.8328720760105062,0.5686604503070275,0.45454545454545453,0.09090909090909091,69
9126,0.7929999999999999,0.6729999999999999,0.0345,0.0353,0.753,0.105,0.899,0.8118951506284264,0.5684239254036842,0.7272727272727273,0.09090909090909091,69
9127,0.767,0.8,0.0764,0.0011,0.6940000000000001,0.0654,0.276,0.8023585820303549,0.5686104161928588,0.09090909090909091,0.0,48
9128,0.741,0.853,0.0829,0.153,0.22399999999999998,0.111,0.742,0.8185584092792046,0.5504116443029338,0.7272727272727273,0.09090909090909091,54
9129,0.758,0.868,0.0522,0.10300000000000001,0.8140000000000001,0.22,0.669,0.7583070387279874,0.5504480327496021,0.7272727272727273,0.09090909090909091,88
9130,0.644,0.905,0.0427,0.0017,0.8170000000000001,0.0725,0.345,0.7657635424562393,0.5686104161928588,0.09090909090909091,0.09090909090909091,48
9131,0.799,0.598,0.0834,0.00456,0.868,0.0667,0.7440000000000001,0.7804826455604716,0.5549056174664545,0.0,0.0,52
9132,0.866,0.735,0.087,0.055,0.005,0.015,0.8140000000000001,0.8548714061591074,0.4547737093472823,0.18181818181818182,0.09090909090909091,13
9133,0.9359999999999999,0.757,0.0958,0.114,2.42e-06,0.0655,0.961,0.850711276419468,0.5277643848078235,0.9090909090909091,0.09090909090909091,41
9134,0.6679999999999999,0.715,0.415,0.0554,0.0056,0.256,0.8170000000000001,0.8331541187047189,0.8475369570161474,0.18181818181818182,0.09090909090909091,2
9135,0.77,0.608,0.204,0.0188,0.0052,0.336,0.7829999999999999,0.7992032293888488,0.6077188992494883,0.09090909090909091,0.09090909090909091,57
9136,0.655,0.34,0.0294,0.0412,2.97e-05,0.124,0.29100000000000004,0.753670961941864,0.6186217875824426,0.8181818181818182,0.09090909090909091,77
9137,0.8079999999999999,0.855,0.0808,0.0050100000000000006,0.0017,0.0515,0.569,0.820391686791588,0.5547236752331135,0.8181818181818182,0.09090909090909091,70
9138,0.8640000000000001,0.797,0.0624,0.134,0.000667,0.773,0.7979999999999999,0.8221015706252535,0.432040027291335,0.0,0.09090909090909091,80
9139,0.767,0.752,0.0519,0.00133,0.327,0.131,0.552,0.8220486876200885,0.5593859449624745,0.09090909090909091,0.09090909090909091,60
9140,0.9,0.6509999999999999,0.0707,0.0236,0.0322,0.066,0.887,0.8404872287542526,0.5549738458039573,0.6363636363636364,0.09090909090909091,67
9141,0.8270000000000001,0.8059999999999999,0.07200000000000001,0.154,3.65e-05,0.111,0.935,0.8508170424297978,0.4232294746418013,0.0,0.09090909090909091,13
9142,0.7559999999999999,0.698,0.0752,0.00028700000000000004,0.21600000000000003,0.0339,0.6970000000000001,0.8247457208834987,0.43198544462133276,0.6363636363636364,0.09090909090909091,54
9143,0.777,0.4,0.361,0.884,0.000598,0.0931,0.401,0.7219940418480847,0.4820104616784171,0.5454545454545454,0.0,0
9144,0.7659999999999999,0.878,0.0673,0.0549,0.000273,0.0309,0.907,0.8395000793245078,0.463384125540141,0.9090909090909091,0.0,41
9145,0.701,0.8809999999999999,0.0942,0.0299,2.52e-05,0.0555,0.948,0.8588552592148637,0.4877962246986582,0.45454545454545453,0.09090909090909091,66
9146,0.5660000000000001,0.534,0.40700000000000003,0.0565,4.13e-05,0.0504,0.556,0.8013009219270567,0.8429929497384581,0.9090909090909091,0.09090909090909091,53
9147,0.5589999999999999,0.461,0.0249,0.0894,2.98e-05,0.126,0.414,0.8132348534259374,0.36935183079372297,0.7272727272727273,0.09090909090909091,77
9148,0.6579999999999999,0.922,0.124,0.0974,0.00028900000000000003,0.698,0.845,0.840275696733593,0.4877279963611554,0.6363636363636364,0.09090909090909091,72
9149,0.721,0.861,0.0601,0.055,0.151,0.981,0.8009999999999999,0.8346348428493363,0.5365385490106891,0.18181818181818182,0.09090909090909091,80
